,Type,Country,Area,Location,Activity,Sex,Age,Fatal,Time,NewDate,NewMonth,NewYear,NewDay,NewAge,NewFatal,NewSpecies
4328,Unprovoked,ITALY,Liguaria,Finale Ligure,Spearfishing,M,27,N,,,,,,27.0,N,
4329,Provoked,CUBA,Guantanamo Province,Boqueron,Spearfishing,M,,N,,1954-08-12,Agu,1954,12,,N,Nurse
4330,Provoked,CUBA,Guantanamo Province,Boqueron,Spearfishing,M,,N,,1954-08-12,Agu,1954,12,,N,Nurse
4333,Boating,ITALY,Venice Province,Off Chioggia,Fishing trawler Flavio Gioia ,M,,,Night,1954-07-27,Jul,1954,27,,unknown,
4334,Unprovoked,THE BALKANS,Slovenia,Between Punta Grossa & Koper,Swimming,M,,Y,21h00,1954-07-15,Jul,1954,15,,Y,
4336,Unprovoked,BERMUDA,South shore ,Elbow Beach,Swimming,M,22,N,,1954-07-03,Jul,1954,03,22.0,N,Dusky
4339,Provoked,USA,California,"Santa Monica, Los Angeles County",Grabbed shark & threw it on deck,M,35,N,,1954-06-29,Jun,1954,29,35.0,N,
4340,Unprovoked,AUSTRALIA,Queensland,Fitzroy Island,Pearl diving from lugger Whyalla,M,30,N,16h30,1954-06-27,Jun,1954,27,30.0,N,
4346,Unprovoked,AUSTRALIA,New South Wales,"The Entrance, near Gosford",Swimming,M,23,Y,17h15,1954-02-27,Feb,1954,27,23.0,Y,
4348,Unprovoked,AUSTRALIA,Torres Strait,Naghir Island,Spearfishing,M,30,N,,1954-01-22,Jan,1954,22,30.0,N,
4349,Unprovoked,ARGENTINA,Buenos Aires Province,"Miramar Beach, 46 km south of Mar de Plata, Buenos Aires ",Floating,M,18,N,13h05,1954-01-22,Jan,1954,22,18.0,N,White
4350,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Singour, 60 miles south of Madang",Crouching in the water,M,26,N,Late afternoon,1954-01-15,Jan,1954,15,26.0,N,
4354,Unprovoked,USA,Hawaii,Moloka'i,Fishing,M,,N,,1954-01-01,Jan,1954,01,,N,Small
4355,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"Volupai, Talasea",Swimming,M,12,N,,1954-01-01,Jan,1954,01,12.0,N,
4358,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Swimming,F,,N,Morning,1953-12-30,Dec,1953,30,,N,
4359,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Swimming,M,23,N,,1953-12-22,Dec,1953,22,23.0,N,
4360,Unprovoked,AUSTRALIA,Queensland,Palm Beach,Swimming or wading out  to warn bathers that a shark had been seen,M,16,N,12h00,1953-12-13,Dec,1953,13,16.0,N,
4361,Unprovoked,AUSTRALIA,New South Wales,Maroubra Beach,Surf skiing,M,,N,,1953-12-01,Dec,1953,01,,N,
4366,Unprovoked,USA,New York,Rockaway Beach,Surf fishing,M,15,N,,,,,,15.0,N,Sand
4367,Unprovoked,USA,Hawaii,"Waiau, Pearl Harbor, O'ahu",Crabbing,M,,N,,1953-09-02,Sep,1953,02,,N,Hammerhead
4368,Invalid,MEXICO,Guerrero,Acapulco,Free diving,M,19,,17h30,1953-08-01,Agu,1953,01,19.0,unknown,
4369,Unprovoked,MEXICO,Colima,Manzanillo,Wading,F,18,Y,,1953-07-31,Jul,1953,31,18.0,Y,
4370,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Spearfishing,M,15,Y,09h15,1953-07-26,Jul,1953,26,15.0,Y,
4372,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Standing,F,26,N,,1953-07-15,Jul,1953,15,26.0,N,
4374,Boating,CANADA,Nova Scotia,"Fourchu, Cape Breton Island",Fishing for lobsters,M,,N,,1953-07-09,Jul,1953,09,,N,White
4375,Unprovoked,USA,Hawaii,Kaula Rock near Niihau ,Accidentally dragged overboard from the sampan Holokahana into school of yellowfin tuna,M,,N,08h00,1953-07-04,Jul,1953,04,,N,
4376,Unprovoked,PANAMA,Gulf of Panama,60 miles offshore ,Retrieving bait box that had fallen overboard,M,19,N,,1953-07-01,Jul,1953,01,19.0,N,
4379,Unprovoked,USA,Texas,South Padre Island,Swimming,F,19,N,Afternoon,1953-04-04,Apr,1953,04,19.0,N,
4381,Unprovoked,IRAN,Karun River,"near Ahvaz, 275 km from the sea",Swimming in midriver near sewage outlet & 400 m from a slaughterhouse,M,,N,,1953-04-01,Apr,1953,01,,N,Bull
4382,Unprovoked,AUSTRALIA,New South Wales,"Long Reef, Collaroy",Spearfishing,M,23,N,,1953-03-01,Mar,1953,01,23.0,N,
4383,Unprovoked,AUSTRALIA,South Australia,"Schnapper Rock, Kirton Point",Spearfishing,M,,N,,,,,,,N,
4385,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,"Off Rossel Island, Louisiade Archipelago",Went over side of boat at trochus ground,M,,Y,,1953-03-01,Mar,1953,01,,Y,Tiger
4387,Unprovoked,AUSTRALIA,New South Wales,Cave at Shell Harbour,Spearfishing,M,25,N,18h00,1953-02-15,Feb,1953,15,25.0,N,Wobbegong
4389,Provoked,AUSTRALIA,South Australia,Largs Bay,Fishing,M,61,N,,1953-01-20,Jan,1953,20,61.0,N,
4390,Boating,AUSTRALIA,Tasmania,Wynyard,Fishing,unknown,MAKE LINE GREEN,N,Afternoon,1953-01-08,Jan,1953,08,,N,
4395,Unprovoked,AUSTRALIA,South Australia,Cape Douglas,"Fishing, setting nets",M,25,N,"""After dark""",1952-12-21,Dec,1952,21,25.0,N,
4397,Provoked,ITALY,Genoa  Province,Riva Trigoso,Fishing,M,17,N,,1952-08-04,Agu,1952,04,17.0,N,
4399,Unprovoked,USA,California,"Pacific Grove, Monterey Bay, Monterey County",Body surfing & treading water,M,17,Y,14h00,1952-12-07,Dec,1952,07,17.0,Y,White
4400,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Swimming from fishing boat setting nets,M,40,Y,,1952-12-03,Dec,1952,03,40.0,Y,
4403,Provoked,ITALY,Teramo,Giulianova,Fishing,unknown,19,Y,02h00,1952-08-05,Agu,1952,05,19.0,Y,
4405,Provoked,USA,South Carolina,Seabrook Beach,Fishing,M, 43,N,,1952-07-27,Jul,1952,27,43.0,N,Small
4406,Provoked,USA,South Carolina,Seabrook Beach,Fishing,M,34,N,,1952-07-27,Jul,1952,27,34.0,N,Small
4408,Provoked,USA,California,"San Diego, San Diego County",Fishing,M,34,N,,1952-07-13,Jul,1952,13,34.0,N,
4409,Unprovoked,USA,Puerto Rico,"Mona Island, 40 miles west of the mainland ","Spearfishing, carrying fish on spear",M,,N,11h00,1952-07-05,Jul,1952,05,,N,Tiger
4410,Unprovoked,USA,California,"Imperial Beach, San Diego County",Swimming on surface,M,,N,10h00 or 14h00,1952-05-27,May,1952,27,,N,White
4411,Unprovoked,AUSTRALIA,Western Australia,Boyup Brook,"Fishing, standing in water washing fish",M,,N,,,,,,,N,Carpet
4413,Boating,AUSTRALIA,South Australia,Streaky Bay,Fishing for white sharks,unknown,,N,Morning,1952-04-06,Apr,1952,06,,N,White
4414,Provoked,SUDAN,Red Sea State,"Suakin Harbor, Suakin Island",Spearfishing,M,,N,P.M.,1952-04-01,Apr,1952,01,,N,Brown
4417,Unprovoked,AUSTRALIA,New South Wales,Evans Head,Surfing,M,,N,,1952-01-07,Jan,1952,07,,N,
4420,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Momote, Manus Island",Spearfishing,M,,Y,,1952-01-01,Jan,1952,01,,Y,
4421,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Samo Plantation, east coast ",Spearfishing,M,27,Y,,1952-01-01,Jan,1952,01,27.0,Y,
4423,Unprovoked,MOZAMBIQUE,Bay of Maputu,Catembe ,Swimming,M,15,Y,,1951-12-21,Dec,1951,21,15.0,Y,
4424,Provoked,AUSTRALIA,New South Wales,North Bondi,Spearfishing,M,18,N,,1951-12-16,Dec,1951,16,18.0,N,Wobbegong
4426,Unprovoked,AUSTRALIA,New South Wales,"Merewether Beach, Newcastle",Treading water,M,21,Y,16h00,1951-12-06,Dec,1951,06,21.0,Y,
4427,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Swimming,M,23,N,13h00,1951-11-29,Nov,1951,29,23.0,N,White
4428,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor,Fishing,M,81,N,,1951-11-28,Nov,1951,28,81.0,N,
4429,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,Treading water,M,24,N,17h15,1951-11-28,Nov,1951,28,24.0,N,White
4431,Unprovoked,AUSTRALIA,Queensland,"Ocean baths, Kissing Point Beach ",Swimming,M,42,Y,19h10,1951-10-22,Oct,1951,22,42.0,Y,
4433,Unprovoked,ITALY,Salerno,Amalfi,Swimming,F,21,Y,,1951-09-29,Sep,1951,29,21.0,Y,
4434,Unprovoked,ITALY,Salerno Province,Salerno,Fishing for squid,M,,N,Night,,,,,,N,
4435,Unprovoked,AUSTRALIA,Queensland,Fitzroy River near Rockhampton,"Body found on deserted luxury yacht, 38 Christine",M,56,Y,,,,,,56.0,Y,
4436,Unprovoked,GREECE,Corfu Island,Off Royal Residence,Swimming,M,18,N,,1951-08-17,Agu,1951,17,18.0,N,White
4437,Unprovoked,GREECE,Corfu Island,Off Royal Residence,Swimming,F,16,Y,,1951-08-17,Agu,1951,17,16.0,Y,White
4441,Unprovoked,PACIFIC OCEAN,,In Los Angeles  Honolulu yacht race,Fell overboard,M,40,N,Afternoon,1951-07-11,Jul,1951,11,40.0,N,
4443,Unprovoked,FRENCH POLYNESIA,Tuamotus,"Outer edge of Hikueru, one of the Central Tuamotu atolls",Spearfishing,M,39,N,11h00,1951-06-01,Jun,1951,01,39.0,N,
4446,Provoked,AUSTRALIA,New South Wales,Avalon,Fell off surf ski,M,23,N,Afternoon,1951-03-26,Mar,1951,26,23.0,N,Wobbegong
4447,Unprovoked,AUSTRALIA,New South Wales,Sydney,"Fishing, casting in the surf",M,"""young""",N,,1951-03-24,Mar,1951,24,,N,
4448,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Body surfing,M,19,N,12h00,1951-03-15,Mar,1951,15,19.0,N,
4449,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. Johns,Body surfing,M,31,N,12h15,1951-02-19,Feb,1951,19,31.0,N,
4450,Unprovoked,AUSTRALIA,New South Wales,"Windang, near the entrance to Lake Illawarra",Spearfishing (but treading water on the surface),M,20,N,,1951-02-03,Feb,1951,03,20.0,N,
4451,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,Swimming,M,14,N,,1951-02-01,Feb,1951,01,14.0,N,
4452,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Native Beach, Durban",Swimming,M,19,Y,16h25,1951-01-21,Jan,1951,21,19.0,Y,
4455,Unprovoked,AUSTRALIA,Queensland,Kirra,Paddling a surfboat,M,19,N,,1950-12-31,Dec,1950,31,19.0,N,Nurse
4457,Unprovoked,AUSTRALIA,Queensland,"Palm Beach North, 5 miles north of Burleigh Heads, Brisbane",Treading water,M,20,Y,16h15,1950-12-16,Dec,1950,16,20.0,Y,
4458,Provoked,AUSTRALIA,Northern Territory,Goulburn Island,Diving ,M,17,N,,1950-11-29,Nov,1950,29,17.0,N,
4459,Unprovoked,AUSTRALIA,Queensland,"Burleigh Heads, Brisbane",Body surfing,M,21,N,17h15,1950-11-25,Nov,1950,25,21.0,N,White
4460,Boating,AUSTRALIA,Queensland,Yeppoon,Paddling a canoe,M,18,N,,1950-11-12,Nov,1950,12,18.0,N,
4461,Unprovoked,USA,California,"Imperial Beach, San Diego County",Body surfing / treading water,M,31,N,12h00,1950-10-28,Oct,1950,28,31.0,N,White
4462,Unprovoked,AUSTRALIA,Queensland,"Peterson's Beach, Sarina",Fishing,M,25,N,Night,1950-10-04,Oct,1950,04,25.0,N,
4463,Provoked,EL SALVADOR, La Libertad,50 miles off Port La Libertad,Jerked overboard while pole fishing for tuna,M,27,N,08h30,1950-08-06,Agu,1950,06,27.0,N,
4464,Unprovoked,SAUDI ARABIA,Eastern Province,East of the Ras Tanura-Jubail area ,Diving,M,,N,2 hrs before sunset,1950-08-01,Agu,1950,01,,N,
4466,Unprovoked,JAPAN,Sago Prefecture,Ariakeno Bay,Swimming,M,19,Y,P.M.,1950-07-21,Jul,1950,21,19.0,Y,
4468,Unprovoked,CUBA,Caribbean Sea,,Swept off deck of S.S.Frontenac enroute from West Indies to US,M,30,N,18h15 to 21h30,1950-07-15,Jul,1950,15,30.0,N,
4469,Unprovoked,USA,Texas,Near Port Arthur,Swimming,M,11,N,,1950-07-10,Jul,1950,10,11.0,N,Hammerhead
4471,Unprovoked,USA,Florida,"Rock Harbor, Key Largo, Monroe County","Goggle-diving for seaweeds, but standing in water",M,21,N,,1950-07-01,Jul,1950,01,21.0,N,
4472,Unprovoked,USA,New York,"Beach 103rd Street, Rockaway ",Swimming ,M,16,N,,1950-06-25,Jun,1950,25,16.0,N,Sand
4473,Sea Disaster,USA,Florida,275 miles northeast of Miami,Survived crash of two-engine  C-46 transport plane carrying 62 migrant workers from Puerto Rico to USA ,M,25,Y,09h00,1950-06-06,Jun,1950,06,25.0,Y,
4474,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Port Edward,Treading water,M,27,N,10h30,1950-05-24,May,1950,24,27.0,N,
4475,Boating,ITALY,Tyrrhenian Sea,"Sprizze, Isola d'Elba",Fishing on a boat,M,,N,,1950-05-01,May,1950,01,,N,White
4476,Sea Disaster,AUSTRALIA,Queensland,Cooper's Point,"Sea Disaster, sinking of the fishing  launch Mavis",M,50,Y,,1950-04-09,Apr,1950,09,50.0,Y,
4477,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Off Port Elizabeth breakwater,"Fishing, sitting in stern of small boat, feet dangling in the water",M,,N,,1950-04-09,Apr,1950,09,,N,
4478,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Off bank of Ntshala River, Morgan Bay",Wading,M,,N,Midday,1950-03-26,Mar,1950,26,,N,
4479,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Lifesaving drill,M,20,Y,18h50,1950-03-08,Mar,1950,08,20.0,Y,
4481,Unprovoked,AUSTRALIA,Western Australia,"Cottesloe, Perth",Spearfishing,M,,N,,,,,,,N,Carpet
4482,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Body surfing,M,14,Y,14h30,1950-02-11,Feb,1950,11,14.0,Y,White
4483,Invalid,USA,Hawaii,"Kahakuloa, Maui","Fishing, one of three fishermen swept into the sea by a large wave ",M,,,Night,1950-01-16,Jan,1950,16,,unknown,
4485,Boating,AUSTRALIA,Tasmania,Triabunna,Sitting on side of dinghy mending a net,M,,N,,1950-01-01,Jan,1950,01,,N,White
4486,Unprovoked,SRI LANKA,Eastern Province,Heda Oya Estuary,Shark fishing,M,,N,,1950-01-01,Jan,1950,01,,N,Lemon
4487,Unprovoked,SRI LANKA,Southern Province,Dodnduwa,Spearfishing,M,,N,,1950-01-01,Jan,1950,01,,N,Reef
4489,Unprovoked,INDONESIA,Jakarta Harbour,On rock near Yacht Club,Bending over,M,7 or 8,Y,1500,,,,,,Y,Tiger
4492,Unprovoked,PANAMA,Canal Zone,300 yards west of mouth of the Chagres River,Bathing ,M,,N,13h00,1950-01-01,Jan,1950,01,,N,
4499,Unprovoked,AUSTRALIA,Victoria,Seaholme,Lying on the bottom of a 16' dinghy,M,35,N,,1949-12-01,Dec,1949,01,35.0,N,Nurse
4500,Unprovoked,AUSTRALIA,New South Wales,"Kurnell, Botany Bay ",Free diving or wading back to shore,M,36,N,Afternoon,1949-11-20,Nov,1949,20,36.0,N,
4502,Unprovoked,AUSTRALIA,Queensland,Yorkeys Knob Beach near Cairns,Swimming,M,21,N,13h20,1949-08-28,Agu,1949,28,21.0,N,
4503,Unprovoked,AUSTRALIA,Queensland,Yorkeys Knob Beach near Cairns,Swimming,M,34,Y,13h20,1949-08-28,Agu,1949,28,34.0,Y,
4504,Invalid,ITALY,Tuscany,Elba Island,Swimming,M,17,,,1949-08-17,Agu,1949,17,17.0,unknown,
4505,Unprovoked,AUSTRALIA,Tasmania,Flinders Island,Swimming near shore,M,18,N,16h00,1949-08-16,Agu,1949,16,18.0,N,
4506,Unprovoked,ITALY,Calabria,Cosenza,Swimming,M,21,N,,,,,,21.0,N,
4508,Unprovoked,IRAN,Shatt-al-Arab River,Bashamir,Swimming,M,18,Y,,1949-07-28,Jul,1949,28,18.0,Y,
4509,Unprovoked,USA,South Carolina,"Oketee River, Jasper County",Floating on his back,M,16,N,15h00,1949-07-25,Jul,1949,25,16.0,N,
4510,Provoked,USA,California,"10 miles off Redondo Beach, Los Angeles County",Fishing,M,16,N,,1949-07-16,Jul,1949,16,16.0,N,Bonita
4512,Unprovoked,AUSTRALIA,Western Australia,Broome,Bathing,F,22,N,,1949-05-16,May,1949,16,22.0,N,Whaler
4513,Provoked,AUSTRALIA,New South Wales,Nelson's Bay,"Examining netted shark, that had been shot",M,26,N,,1949-05-13,May,1949,13,26.0,N,
4514,Provoked,AUSTRALIA,Queensland,"Nerang River, Southpot",Fishing,M,,N,,1949-04-18,Apr,1949,18,,N,
4515,Unprovoked,AUSTRALIA,Queensland,"Ellis Beach, 20 miles from Cairns",Bathing in water 0.9 m deep,M,13,Y,13h30,1949-04-17,Apr,1949,17,13.0,Y,
4518,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle ",Lifesaving exhibition,M,20,Y,15h00,1949-01-23,Jan,1949,23,20.0,Y,White
4519,Invalid,AUSTRALIA,New South Wales,Off North Bondi,Surfing,M,32,,Afternoon,1949-01-14,Jan,1949,14,32.0,unknown,
4522,Boating,ITALY,Tyrrhenian Sea,San Vincenzo,"Fishing, on a boat",M,,N,,,,,,,N,White
4526,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Orava (Aravo) Islet , near Kieta. ",Spearfishing,M,18,Y,,1949-01-01,Jan,1949,01,18.0,Y,
4529,Unprovoked,AUSTRALIA,Western Australia,Lancelin Island,Swimming,M,17,Y,,1948-12-27,Dec,1948,27,17.0,Y,Tiger
4530,Unprovoked,AUSTRALIA,Queensland,"Kings Beach, Caloundra","Treading water, waiting for a wave",M,28,Y,11h30,1948-12-26,Dec,1948,26,28.0,Y,
4532,Unprovoked,CUBA,Guantanamo Province,10 miles off Cape Maisi,"2 messboys (Jeppsen) & Tony Latona (13) were playing on the afterdeck of the Danish ship Grete Maersk. Jeppsen fell overboard, Latona threw a lifebelt then jumped in to help him. Ship didnt notice they were missing",M,14,N,,1948-12-14,Dec,1948,14,14.0,N,
4535,Unprovoked,AUSTRALIA,Torres Strait,"Saibai Island, 80 miles north of Cape York",Pearl diving,M,41,N,,1948-11-18,Nov,1948,18,41.0,N,
4536,Unprovoked,GREECE,Attica,Keratsini ,Swimming,M,17,Y,16h00,1948-09-22,Sep,1948,22,17.0,Y,
4543,Unprovoked,IRAN,Shatt-al-Arab River,Bashamir,Swimming,M,15,N,,1948-08-03,Agu,1948,03,15.0,N,
4544,Provoked,BAHAMAS,Bimini Islands,Lerner Marine Laboratory,Spearing a shark,M,41,N,,1948-08-01,Agu,1948,01,41.0,N,Lemon
4545,Unprovoked,USA,US Virgin Islands,"St. John, Genti Bay",Swimming,M,46,Y,,1948-07-01,Jul,1948,01,46.0,Y,
4551,Provoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Punam Passage, Rataman census div, Namatanai",Spearfishing,M,30,N,,1948-03-01,Mar,1948,01,30.0,N,Grey
4553,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Swimming,M,16,Y,,1948-02-12,Feb,1948,12,16.0,Y,
4554,Unprovoked,AUSTRALIA,New South Wales,"Mona Vale, near Sydney",Surf skiing,M,,N,,1948-01-25,Jan,1948,25,,N,
4555,Provoked,USA,Florida,Biscayne Bay,Underwater photography,M,48,N,Afternoon,,,,,48.0,N,Nurse
4559,Unprovoked,AUSTRALIA,New South Wales,"Watson Taylor's Lake, 25 miles south of Port Macquarie",Fishing,M,9,N,P.M.,1947-12-21,Dec,1947,21,9.0,N,Nurse
4561,Unprovoked,SENEGAL,,"Tiaroye, near Dakar, Cap Vert Peninsula",Fishing / diving,M,,Y,11h00,1947-12-01,Dec,1947,01,,Y,Tiger
4563,Unprovoked,AUSTRALIA,New South Wales,"Knobby's Beach, Newcastle",Fishing from surf ski,M,17,N,Dusk,1947-11-14,Nov,1947,14,17.0,N,
4564,Unprovoked,AUSTRALIA,New South Wales,"Knobby's Beach, Newcastle",Fishing from surf ski,M,16,N,Dusk,1947-11-14,Nov,1947,14,16.0,N,
4565,Unprovoked,AUSTRALIA,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Swimming,M,12,Y,16h00,1947-11-08,Nov,1947,08,12.0,Y,
4566,Unprovoked,AUSTRALIA,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Swimming,M,13,N,16h00,1947-11-08,Nov,1947,08,13.0,N,
4569,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming ,M,25,Y,,1947-10-10,Oct,1947,10,25.0,Y,
4570,Unprovoked,USA,Florida,In a canal 10 miles north of St Augustine,Swimming,M,20,Y,A.M.,1947-08-04,Agu,1947,04,20.0,Y,
4571,Provoked,USA,California,"Santa Monica, Los Angeles County",Fishing,M,46,N,,,,,,46.0,N,Small
4572,Unprovoked,AUSTRALIA,Northern Territory,Darwin Harbour,Diving,M,,N,,,,,,,N,Small
4573,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,M,20,N,Morning,1947-07-15,Jul,1947,15,20.0,N,
4575,Unprovoked,USA,Hawaii,"Off Waianae, O'ahu",Fishing,M,35,N,10h30,1947-06-27,Jun,1947,27,35.0,N,
4578,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,M,21,N,12h00,1947-04-20,Apr,1947,20,21.0,N,
4579,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Rocket Hut Beach, Durban",Body surfing,M,14,N,17h30,1947-04-11,Apr,1947,11,14.0,N,
4580,Unprovoked,AUSTRALIA,New South Wales,Palm Beach,Surfing,M,17,N,,1947-04-06,Apr,1947,06,17.0,N,
4581,Provoked,PACIFIC OCEAN,,Off Central American coast at 8N.79W,"Moving shark from tuna vessel when boat rolled, placing both man & shark in chest-deep water",M,29,N,11h00,1947-04-01,Apr,1947,01,29.0,N,
4582,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Wading,M,18,N,16h10,1947-03-12,Mar,1947,12,18.0,N,
4583,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,M,22,N,12h00,1947-03-09,Mar,1947,09,22.0,N,Blacktip
4585,Provoked,BAHAMAS,New Providence Island,Cable Beach,Attempting to ride a shark,M,,N,,,,,,,N,
4587,Boating,AUSTRALIA,New South Wales,"Berry's Bay, Sydney Harbour",Rowing,unknown,17 & 16,N,,1947-01-14,Jan,1947,14,,N,
4588,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,M,18,N,15h50,1947-01-05,Jan,1947,05,18.0,N,
4589,Unprovoked,AUSTRALIA,South Australia,Glenelg,Swimming near jetty with 2' piece of wood,M,23,N,,1946-12-28,Dec,1946,28,23.0,N,
4591,Unprovoked,AUSTRALIA,Torres Strait,40 miles off Thursday Island,Pearl diving from lugger,M,30,Y,,1946-11-20,Nov,1946,20,30.0,Y,
4593,Unprovoked,AUSTRALIA,New South Wales,"Marks Point, Swan Bay, Lake Macquarie",Swimming,M,15,N,,1946-10-14,Oct,1946,14,15.0,N,
4594,Unprovoked,ISRAEL,Gaza,Jura Village,Fishing,M,15,N,,1946-08-24,Agu,1946,24,15.0,N,
4595,Unprovoked,AUSTRALIA,Queensland,"Ellis Beach, 20 miles from Cairns",Swimming after a tennis ball,M,30,Y,15h20,1946-08-18,Agu,1946,18,30.0,Y,
4596,Unprovoked,IRAN,Khuzestan Province,"Dorquain, on the Karun River","Fishing, probably with a net",M,12,N,,1946-07-18,Jul,1946,18,12.0,N,
4597,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River, 275 km from the sea",Swimming ,M,12,N,,1946-07-18,Jul,1946,18,12.0,N,
4600,Unprovoked,AUSTRALIA,Queensland,"Trinity Beach, Cairns",Swimming,M,17,Y,13h30,1946-04-19,Apr,1946,19,17.0,Y,
4602,Boating,AUSTRALIA,South Australia,Grange,Fishing,M,28,N,19h00,1946-03-20,Mar,1946,20,28.0,N,
4603,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Treading water,M,21,N,16h00,1946-02-16,Feb,1946,16,21.0,N,
4604,Unprovoked,AUSTRALIA,Western Australia,"City Beach, Perth",Standing,M,18,N,12h15,1946-02-10,Feb,1946,10,18.0,N,White
4605,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",Swimming ,M,18,N,09h15,1946-02-10,Feb,1946,10,18.0,N,
4606,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",Treading water,M,15,N,17h15,1946-01-24,Jan,1946,24,15.0,N,
4607,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",Swimming,M,,N,Afternoon,1946-01-24,Jan,1946,24,,N,
4608,Unprovoked,AUSTRALIA,Queensland,Townsville,,M,12,N,,1946-01-17,Jan,1946,17,12.0,N,Small
4609,Unprovoked,SOUTH AFRICA,Western Cape Province,False Bay,Jumping in swells,M,18,N,12h00,1946-01-07,Jan,1946,07,18.0,N,
4610,Unprovoked,AUSTRALIA,New South Wales,"Oatley Bay near Como, Georges River",Swimming,F,14,Y,,1946-01-05,Jan,1946,05,14.0,Y,
4611,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Pollock Beach, Port Elizabeth",Body surfing,M,24,N,A.M.,1946-01-01,Jan,1946,01,24.0,N,
4618,Unprovoked,IRAN,Shatt-al-Arab River,Bashamir,Swimming,M,13,N,,1945-09-06,Sep,1945,06,13.0,N,
4623,Unprovoked,AUSTRALIA,Queensland,"Trinity Beach, Cairns",Swimming,M,,Y,16h00,1945-06-15,Jun,1945,15,,Y,
4625,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Walking,M,37,N,16h30,1945-03-06,Mar,1945,06,37.0,N,Zambesi
4629,Unprovoked,PANAMA,Colon Province,"Mouth of Rio Dudio, 50 miles west of the city of Colon",Bathing with her mother,F,8 or 10,N,,1945-01-01,Jan,1945,01,,N,
4630,Unprovoked,IRAQ,Basrah,Shatt-al Arab River,Swimming,M,15,N,12h00,1945-01-01,Jan,1945,01,15.0,N,Bull
4631,Sea Disaster,PHILIPPINES,300 miles east of Luzon,USS Hull DD-350 was one of 3 destroyers that capsized in Typhoon Cobra,Swimming near life raft,M,19,N,,,,,,19.0,N,
4641,Unprovoked,USA,Maryland,North Beach,Swimming,M,13,N,,1944-09-03,Sep,1944,03,13.0,N,
4643,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Margate,Swimming ,M,19,Y,14h00,1944-08-20,Agu,1944,20,19.0,Y,
4644,Unprovoked,SOUTH AFRICA,Western Cape Province,Hartenbos,Swimming,M,17,Y,16h30,,,,,17.0,Y,White
4646,Unprovoked,USA,Florida,"Atlantic Beach, Mayport,  Duval County",Bathing,F,15,N,,1944-05-31,May,1944,31,15.0,N,Blacktip
4650,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,M,18,N,17h30,1944-03-26,Mar,1944,26,18.0,N,
